time,x,y,z,vx,vy,vz,ax,ay,az,yaw
0.0,0.044910162687301636,0.04774509742856026,0.005065605044364929,0.013950761407613754,0.00723391305655241,0.005326264072209597,0.0007442112546414137,0.005613571964204311,0.005664769094437361,1.6726558611703086
0.007999897003173828,0.045054465532302856,0.04756744205951691,0.005139634013175964,0.013950509950518608,0.0070689525455236435,0.005289775785058737,-0.0002990172943100333,-0.0006682699313387275,-0.0057867723517119884,1.6726444798323978
0.016000032424926758,0.04519755020737648,0.04739358276128769,0.005212515592575073,0.013924337923526764,0.006928753107786179,0.00529632018879056,-0.003512463066726923,0.001913960324600339,-0.00036787238786928356,1.672646757312079
0.023999929428100586,0.0453394278883934,0.04722367972135544,0.00528445839881897,0.013893811963498592,0.006780206225812435,0.00529001047834754,-0.004028957802802324,0.00037151947617530823,-0.0019357538549229503,1.6726460275823123
0.031999826431274414,0.045469511300325394,0.04702376946806908,0.005359187722206116,0.013902432285249233,0.006616611499339342,0.005319058895111084,0.0014636688865721226,0.0016468698158860207,0.0019297002581879497,1.6726436315113447
0.04799985885620117,0.0457279309630394,0.046635814011096954,0.005506262183189392,0.013946831226348877,0.006259027868509293,0.005332792177796364,0.003386999946087599,0.002531401114538312,-0.0025425103958696127,1.6726436315113447
0.0559999942779541,0.04585624858736992,0.046447716653347015,0.005578532814979553,0.013948802836239338,0.006067407783120871,0.005368055310100317,0.0006706772837787867,-0.003526346990838647,0.0028628853615373373,1.6726444677121337
0.06399989128112793,0.04596292972564697,0.04622381925582886,0.005668848752975464,0.013949274085462093,0.00584738003090024,0.005430168472230434,0.0018065419280901551,-0.003241357859224081,0.0053294929675757885,1.6726378966962496
0.07200002670288086,0.046069495379924774,0.04600399360060692,0.005758330225944519,0.013969263061881065,0.005629986058920622,0.005460224114358425,0.004223008174449205,-0.003538811346516013,0.001396983745507896,1.672628193818671
0.08799982070922852,0.04628215730190277,0.045576706528663635,0.005934610962867737,0.013976290822029114,0.005295162089169025,0.005575201939791441,0.0008036494837142527,0.003969898447394371,0.0028498468454927206,1.6726230337823988
0.09599995613098145,0.04635680094361305,0.045327361673116684,0.006016075611114502,0.013996259309351444,0.0050878338515758514,0.005620477255433798,0.007004796527326107,0.0006199668277986348,0.003588385647162795,1.6725995534930547
0.1119999885559082,0.04650779440999031,0.04484158381819725,0.006176888942718506,0.014003164134919643,0.004632283002138138,0.005705380346626043,0.00567543925717473,-0.00048772996524348855,0.0039972360245883465,1.6725735464245899
0.11999988555908203,0.04658392071723938,0.04460522159934044,0.006256118416786194,0.013975548557937145,0.004474257118999958,0.005691512022167444,0.0007749185315333307,0.00477199163287878,-0.003617256646975875,1.6725701834461673
0.12800002098083496,0.04663478955626488,0.044327642768621445,0.006333112716674805,0.01401267945766449,0.0042603206820786,0.005731196608394384,0.011038938537240028,0.0021822259295731783,0.0032158566173166037,1.6725701834461673
0.1359999179840088,0.046686820685863495,0.044054776430130005,0.006409347057342529,0.013997959904372692,0.004016426391899586,0.005746432580053806,0.004412868991494179,-0.0023123996797949076,0.00021466983889695257,1.6725512641676572
0.15199995040893555,0.04679336026310921,0.04352276772260666,0.006556466221809387,0.01394170243293047,0.0035613910295069218,0.005767349619418383,0.0009373938664793968,-0.0031951144337654114,0.0020768491085618734,1.6725485123175619
0.15999984741210938,0.046803686767816544,0.04322928935289383,0.006626233458518982,0.01386538427323103,0.003284522332251072,0.00577378598973155,0.0003775757795665413,-0.005035440903156996,-0.0007827765657566488,1.6725269355616812
0.1679999828338623,0.04681532457470894,0.04294058308005333,0.00669531524181366,0.013794265687465668,0.0030455016531050205,0.005767699331045151,0.0007892466965131462,-0.0010708114132285118,-0.002297572558745742,1.6725269355616812
0.17599987983703613,0.046828124672174454,0.04265648499131203,0.00676371157169342,0.013680213131010532,0.0028084542136639357,0.005758481100201607,-0.004809447564184666,-0.0015707435086369514,-0.00263983360491693,1.6725120726521174
0.18400001525878906,0.046841930598020554,0.04237702116370201,0.006831318140029907,0.013600997626781464,0.002581427339464426,0.005746735259890556,-0.0006825493765063584,-0.0010540155926719308,-0.002908054506406188,1.67250943334166
0.1919999122619629,0.04685699939727783,0.04210199415683746,0.006898358464241028,0.013549158349633217,0.0023422001395374537,0.005762594286352396,0.0025207912549376488,-0.0032853165175765753,0.0005890614702366292,1.672501770752759
0.20799994468688965,0.04682217910885811,0.04150622338056564,0.007041901350021362,0.013347373344004154,0.0018256896873936057,0.005747005343437195,-0.0017300224862992764,-0.0027209005784243345,-0.0039050353225320578,1.6724957745211195
0.21599984169006348,0.04680720344185829,0.041215140372514725,0.007100582122802734,0.013261470943689346,0.0015703539829701185,0.0057791611179709435,0.0005790761788375676,-0.004399951547384262,0.002438202267512679,1.672479002016433
0.2239999771118164,0.04679384082555771,0.04092857241630554,0.007159054279327393,0.013160770758986473,0.001363591756671667,0.005788291338831186,-0.0015445966273546219,0.0009590553818270564,-0.00038929280708543956,1.672475526501726
0.23199987411499023,0.046751637011766434,0.04062867537140846,0.007217332720756531,0.013075338676571846,0.001100356807000935,0.00579242967069149,0.0029235458932816982,-0.004931745585054159,-0.0011231749085709453,1.6724674899803575
0.247999906539917,0.046673327684402466,0.04004199802875519,0.007333517074584961,0.012867090292274952,0.000595529971178621,0.005851870868355036,0.002267698524519801,-0.0027383759152144194,0.001698732259683311,1.6724658115200202
0.2560000419616699,0.04663724824786186,0.03975518047809601,0.007391244173049927,0.012793729081749916,0.0003508565714582801,0.005842284765094519,0.0034503433853387833,-0.004748564213514328,-0.0026859340723603964,1.672457662455391
0.26399993896484375,0.046572986990213394,0.03945382311940193,0.007450595498085022,0.012696164660155773,0.00011714379070326686,0.005859111435711384,0.0029737395234405994,-0.00216408958658576,0.00045914200018160045,1.6724565830131712
0.2719998359680176,0.046511195600032806,0.039156876504421234,0.007500201463699341,0.012587097473442554,-0.0001585109712323174,0.005831877700984478,0.0011594201205298305,-0.00811048410832882,-0.004751141648739576,1.6724341761101449
0.28799986839294434,0.04639393091201782,0.038576338440179825,0.007598802447319031,0.012324200943112373,-0.0005614142282865942,0.005851795431226492,0.0019837268628180027,-0.0025041401386260986,0.0005317851318977773,1.672429858342309
0.29600000381469727,0.04633331671357155,0.038278479129076004,0.007662132382392883,0.012218967080116272,-0.0007472970173694193,0.005896229762583971,0.0005448659649118781,0.0026808730326592922,0.0034268011804670095,1.672409741009991
0.3039999008178711,0.046275053173303604,0.037985313683748245,0.0077254027128219604,0.012147699482738972,-0.000956430216319859,0.00593802984803915,0.00445371400564909,-0.0009023307939060032,0.003163702553138137,1.6724041005661583
0.312000036239624,0.046219151467084885,0.03769661486148834,0.007788673043251038,0.012056337669491768,-0.0011350071290507913,0.006001526489853859,0.0016135203186422586,0.002256994368508458,0.005939974915236235,1.672390809618548
